Genome	Original_name	Study_set	Genome_type	Length	N_contigs	N50	GC_content	Completeness	Contamination	rRNA_5S	rRNA_16S	rRNA_23S	tRNAs	Genome_accession	Species_rep	MGnify_accession	Lineage	Sample_accession	Study_accession	Country	Continent
GUT_GENOME259827	XieH_2016__YSZC12003_37331__bin.69	CIBIO	MAG	1543336	384	4671	60.44	75.4	4.42	0	0	0	14	NA	GUT_GENOME259827	MGYG-HGUT-04217	d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__	ERS746914	ERP010700	United Kingdom	Europe
GUT_GENOME259838	XieH_2016__YSZC12003_37331__bin.83	CIBIO	MAG	1406673	30	84359	28.11	89.89	1.85	0	0	0	20	NA	GUT_GENOME259838	MGYG-HGUT-04218	d__Bacteria;p__Firmicutes;c__Bacilli;o__RF39;f__CAG-1000;g__CAG-605;s__	ERS746914	ERP010700	United Kingdom	Europe
GUT_GENOME259841	XieH_2016__YSZC12003_37331__bin.91	CIBIO	MAG	2572303	80	49199	51.39	97.67	1.13	0	0	0	15	NA	GUT_GENOME259841	MGYG-HGUT-04219	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__CAG-873;s__	ERS746914	ERP010700	United Kingdom	Europe
GUT_GENOME259849	XieH_2016__YSZC12003_37332__bin.12	CIBIO	MAG	2133129	55	56168	59.97	99.19	0	0	0	0	20	NA	GUT_GENOME259849	MGYG-HGUT-04220	d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__Collinsella aerofaciens_F	ERS746823	ERP010700	United Kingdom	Europe
GUT_GENOME259872	XieH_2016__YSZC12003_37332__bin.46	CIBIO	MAG	1972653	35	86511	54.95	96.37	0.81	0	0	0	20	NA	GUT_GENOME259872	MGYG-HGUT-04221	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__4C28d-15;f__CAG-727;g__;s__	ERS746823	ERP010700	United Kingdom	Europe
GUT_GENOME259948	XieH_2016__YSZC12003_37336__bin.16	CIBIO	MAG	1526780	14	384377	28.19	74.88	0.67	0	0	0	17	NA	GUT_GENOME259948	MGYG-HGUT-04222	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__TANB77;f__CAG-508;g__CAG-269;s__	ERS746916	ERP010700	United Kingdom	Europe
GUT_GENOME260001	XieH_2016__YSZC12003_37337__bin.28	CIBIO	MAG	2577135	37	150982	46.2	95.97	0	0	21.66	0	20	NA	GUT_GENOME260001	MGYG-HGUT-04223	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Monoglobales;f__;g__;s__	ERS746917	ERP010700	United Kingdom	Europe
GUT_GENOME260024	XieH_2016__YSZC12003_37337__bin.70	CIBIO	MAG	2225998	156	21146	51.29	96.64	0.62	0	0	0	13	NA	GUT_GENOME260024	MGYG-HGUT-04224	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__UBA1390;g__UBA1390;s__	ERS746917	ERP010700	United Kingdom	Europe
GUT_GENOME260051	XieH_2016__YSZC12003_37348__bin.36	CIBIO	MAG	2352006	194	19518	60.26	81.21	0.12	0	21.59	0	18	NA	GUT_GENOME260051	MGYG-HGUT-04225	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Sutterella;s__	ERS746918	ERP010700	United Kingdom	Europe
GUT_GENOME260112	XieH_2016__YSZC12003_37349__bin.67	CIBIO	MAG	1167502	8	268812	25.27	91.01	1.12	0	0	0	20	NA	GUT_GENOME260112	MGYG-HGUT-04226	d__Bacteria;p__Firmicutes;c__Bacilli;o__RF39;f__CAG-1000;g__CAG-533;s__	ERS746919	ERP010700	United Kingdom	Europe
GUT_GENOME260230	XieH_2016__YSZC12003_37393__bin.4	CIBIO	MAG	1608208	259	9487	60.4	76.63	1.61	0	0	0	18	NA	GUT_GENOME260230	MGYG-HGUT-04227	d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__	ERS746956	ERP010700	United Kingdom	Europe
GUT_GENOME260239	XieH_2016__YSZC12003_37393__bin.65	CIBIO	MAG	1411741	41	58608	28.35	92.7	3.37	0	34.51	8.41	17	NA	GUT_GENOME260239	MGYG-HGUT-04228	d__Bacteria;p__Firmicutes;c__Bacilli;o__RF39;f__CAG-611;g__CAG-710;s__	ERS746956	ERP010700	United Kingdom	Europe
GUT_GENOME260243	XieH_2016__YSZC12003_37393__bin.75	CIBIO	MAG	1980517	29	110989	47.62	96.64	0	93.28	0	0	20	NA	GUT_GENOME260243	MGYG-HGUT-04229	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__;s__	ERS746956	ERP010700	United Kingdom	Europe
GUT_GENOME260250	XieH_2016__YSZC12003_37393__bin.88	CIBIO	MAG	3522278	198	31505	27.59	97.38	0.81	94.96	0	0	19	NA	GUT_GENOME260250	MGYG-HGUT-04230	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium;s__	ERS746956	ERP010700	United Kingdom	Europe
GUT_GENOME260281	XieH_2016__YSZC12003_37394__bin.53	CIBIO	MAG	2688129	93	48204	48.08	95.41	0.67	0	35.03	0	19	NA	GUT_GENOME260281	MGYG-HGUT-04231	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__CAG-382;g__;s__	ERS746921	ERP010700	United Kingdom	Europe
GUT_GENOME260293	XieH_2016__YSZC12003_37399__bin.18	CIBIO	MAG	2599504	253	15482	27.68	97.1	0.7	88.24	0	11.04	11	NA	GUT_GENOME260293	MGYG-HGUT-04232	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Peptostreptococcales;f__Peptostreptococcaceae;g__Terrisporobacter;s__	ERS746922	ERP010700	United Kingdom	Europe
GUT_GENOME260294	XieH_2016__YSZC12003_37399__bin.21	CIBIO	MAG	2958449	188	30713	49.21	93.47	3.48	0	0	11.25	13	NA	GUT_GENOME260294	MGYG-HGUT-04233	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Fusicatenibacter;s__	ERS746922	ERP010700	United Kingdom	Europe
GUT_GENOME260346	XieH_2016__YSZC12003_37400__bin.7	CIBIO	MAG	2347060	247	13666	31.43	96.99	1.08	0	34.38	0	14	NA	GUT_GENOME260346	MGYG-HGUT-04234	d__Bacteria;p__Firmicutes;c__Bacilli;o__Erysipelotrichales;f__Erysipelatoclostridiaceae;g__Massiliomicrobiota;s__Massiliomicrobiota sp002160815	ERS746825	ERP010700	United Kingdom	Europe
GUT_GENOME260354	XieH_2016__YSZC12003_37405__bin.112	CIBIO	MAG	2334110	575	4708	50.53	84.22	3.5	0	0	0	17	NA	GUT_GENOME260354	MGYG-HGUT-04235	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Christensenellales;f__Christensenellaceae;g__;s__	ERS746923	ERP010700	United Kingdom	Europe
GUT_GENOME260369	XieH_2016__YSZC12003_37405__bin.43	CIBIO	MAG	2131247	23	259086	38.41	97.99	0	87.39	0	0	19	NA	GUT_GENOME260369	MGYG-HGUT-04236	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__;s__	ERS746923	ERP010700	United Kingdom	Europe
GUT_GENOME260425	XieH_2016__YSZC12003_37406__bin.45	CIBIO	MAG	1737034	10	257608	27.23	79.69	0.67	0	70.45	99.79	18	NA	GUT_GENOME260425	MGYG-HGUT-04237	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__TANB77;f__CAG-508;g__CAG-492;s__CAG-492 sp000434335	ERS746957	ERP010700	United Kingdom	Europe
GUT_GENOME260489	XieH_2016__YSZC12003_37462__bin.23	CIBIO	MAG	1550817	450	3712	62.59	65.98	0.46	0	0	0	12	NA	GUT_GENOME260489	MGYG-HGUT-04238	d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Eggerthellaceae;g__Senegalimassilia;s__	ERS746827	ERP010700	United Kingdom	Europe
GUT_GENOME260586	XieH_2016__YSZC12003_37544__bin.74	CIBIO	MAG	1500103	43	53659	60.08	79.3	0.81	0	0	0	20	NA	GUT_GENOME260586	MGYG-HGUT-04239	d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__Collinsella aerofaciens_F	ERS746925	ERP010700	United Kingdom	Europe
GUT_GENOME260664	XieH_2016__YSZC12003_37546__bin.64	CIBIO	MAG	1908052	174	16163	60.18	88.17	2.69	0	0	0	19	NA	GUT_GENOME260664	MGYG-HGUT-04240	d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__	ERS746927	ERP010700	United Kingdom	Europe
GUT_GENOME260703	XieH_2016__YSZC12003_37583__bin.49	CIBIO	MAG	2157264	23	114285	53.7	97.6	0.48	0	0	0	18	NA	GUT_GENOME260703	MGYG-HGUT-04241	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__	ERS746928	ERP010700	United Kingdom	Europe
GUT_GENOME260707	XieH_2016__YSZC12003_37583__bin.56	CIBIO	MAG	1293270	23	108058	25.59	90.17	4.49	0	0	0	20	NA	GUT_GENOME260707	MGYG-HGUT-04242	d__Bacteria;p__Firmicutes;c__Bacilli;o__RF39;f__CAG-1000;g__CAG-460;s__	ERS746928	ERP010700	United Kingdom	Europe
GUT_GENOME260725	XieH_2016__YSZC12003_37583__bin.94	CIBIO	MAG	1721813	355	5954	38.39	90.86	0.73	0	0	0	12	NA	GUT_GENOME260725	MGYG-HGUT-04243	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Monoglobales;f__;g__;s__	ERS746928	ERP010700	United Kingdom	Europe
GUT_GENOME260736	XieH_2016__YSZC12003_37584__bin.26	CIBIO	MAG	1986370	27	123791	38.82	95.97	0	0	0	0	18	NA	GUT_GENOME260736	MGYG-HGUT-04244	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__;s__	ERS746929	ERP010700	United Kingdom	Europe
GUT_GENOME260844	XieH_2016__YSZC12003_37651__bin.22	CIBIO	MAG	1999609	18	179402	53.04	99.19	0.27	0	0	0	20	NA	GUT_GENOME260844	MGYG-HGUT-04245	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Christensenellales;f__CAG-138;g__;s__	ERS746932	ERP010700	United Kingdom	Europe
GUT_GENOME260851	XieH_2016__YSZC12003_37651__bin.34	CIBIO	MAG	2299932	24	161163	46.58	96.42	0.67	0	70.38	99.76	18	NA	GUT_GENOME260851	MGYG-HGUT-04246	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__CAG-272;g__;s__	ERS746932	ERP010700	United Kingdom	Europe
GUT_GENOME260956	XieH_2016__YSZC12003_37753__bin.68	CIBIO	MAG	1615047	347	5776	58.37	86.56	4.03	0	0	0	17	NA	GUT_GENOME260956	MGYG-HGUT-04247	d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__QAMH01;g__QAMH01;s__	ERS746934	ERP010700	United Kingdom	Europe
GUT_GENOME260957	XieH_2016__YSZC12003_37753__bin.69	CIBIO	MAG	2101281	28	102828	58.84	91.61	0.67	0	0	0	16	NA	GUT_GENOME260957	MGYG-HGUT-04248	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__CAG-170;s__CAG-170 sp000436735	ERS746934	ERP010700	United Kingdom	Europe
GUT_GENOME261024	XieH_2016__YSZC12003_37797__bin.110	CIBIO	MAG	1341399	65	38792	30.29	94.38	4.65	0	0	0	18	NA	GUT_GENOME261024	MGYG-HGUT-04249	d__Bacteria;p__Firmicutes;c__Bacilli;o__RF39;f__CAG-822;g__;s__	ERS746958	ERP010700	United Kingdom	Europe
GUT_GENOME261061	XieH_2016__YSZC12003_37797__bin.83	CIBIO	MAG	3093312	64	72755	46.6	99.52	1.45	0	0	0	14	NA	GUT_GENOME261061	MGYG-HGUT-04250	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Acetatifactor;s__Acetatifactor sp003447295	ERS746958	ERP010700	United Kingdom	Europe
GUT_GENOME261219	XieH_2016__YSZC12003_37830__bin.7	CIBIO	MAG	1709986	445	4411	50.07	80.48	1.82	0	0	16.72	18	NA	GUT_GENOME261219	MGYG-HGUT-04251	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Oxalobacter;s__	ERS746829	ERP010700	United Kingdom	Europe
GUT_GENOME261291	XieH_2016__YSZC12003_37878__bin.38	CIBIO	MAG	2065577	31	114096	57.04	98.32	0.67	0	0	0	16	NA	GUT_GENOME261291	MGYG-HGUT-04252	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__NK3B98;s__	ERS746879	ERP010700	United Kingdom	Europe
GUT_GENOME261390	YuJ_2015__SZAXPI003409-8__bin.49	CIBIO	MAG	2389558	90	47047	65.16	99.11	0.59	0	0	0	20	NA	GUT_GENOME261390	MGYG-HGUT-04253	d__Bacteria;p__Desulfobacterota_A;c__Desulfovibrionia;o__Desulfovibrionales;f__Desulfovibrionaceae;g__Desulfovibrio;s__Desulfovibrio piger_A	NA	NA	China	Asia
GUT_GENOME261409	YuJ_2015__SZAXPI003409-8__bin.82	CIBIO	MAG	1141570	24	113116	26.4	91.57	0	0	33.99	99.69	19	NA	GUT_GENOME261409	MGYG-HGUT-04254	d__Bacteria;p__Firmicutes;c__Bacilli;o__RF39;f__CAG-1000;g__CAG-460;s__	NA	NA	China	Asia
GUT_GENOME261411	YuJ_2015__SZAXPI003409-8__bin.85	CIBIO	MAG	2429648	84	45213	50.83	99.06	0.69	0	0	12	16	NA	GUT_GENOME261411	MGYG-HGUT-04255	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__K10;s__	NA	NA	China	Asia
GUT_GENOME261446	YuJ_2015__SZAXPI003411-6__bin.25	CIBIO	MAG	2314563	13	517434	51.63	97.27	0	0	24.2	0	19	NA	GUT_GENOME261446	MGYG-HGUT-04256	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__CAG-177;s__CAG-177 sp003538135	NA	NA	China	Asia
GUT_GENOME261449	YuJ_2015__SZAXPI003411-6__bin.29	CIBIO	MAG	1763897	105	27941	65.78	96.77	0.12	0	0	0	20	NA	GUT_GENOME261449	MGYG-HGUT-04257	d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Atopobiaceae;g__Libanicoccus;s__	NA	NA	China	Asia
GUT_GENOME261485	YuJ_2015__SZAXPI003412-1__bin.15	CIBIO	MAG	2152740	53	63209	59.69	100	0.81	0	0	0	20	NA	GUT_GENOME261485	MGYG-HGUT-04258	d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__Collinsella sp002232035	NA	NA	China	Asia
GUT_GENOME261488	YuJ_2015__SZAXPI003412-1__bin.19	CIBIO	MAG	1626195	9	371068	48.87	100	0	0	0	0	20	NA	GUT_GENOME261488	MGYG-HGUT-04259	d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Atopobiaceae;g__Atopobium;s__Atopobium minutum	NA	NA	China	Asia
GUT_GENOME261530	YuJ_2015__SZAXPI003413-4__bin.15	CIBIO	MAG	1278327	34	107942	27.91	74.43	0.22	0	0	0	16	NA	GUT_GENOME261530	MGYG-HGUT-04260	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__TANB77;f__CAG-508;g__CAG-273;s__	NA	NA	China	Asia
GUT_GENOME261538	YuJ_2015__SZAXPI003413-4__bin.40	CIBIO	MAG	790404	156	6433	27.58	78.46	0.27	0	0	5.71	8	NA	GUT_GENOME261538	MGYG-HGUT-04261	d__Bacteria;p__Firmicutes;c__Bacilli;o__RF39;f__CAG-611;g__CAG-611;s__	NA	NA	China	Asia
GUT_GENOME261541	YuJ_2015__SZAXPI003413-4__bin.43	CIBIO	MAG	2792627	72	75068	56.31	99.11	0	0	47.55	0	19	NA	GUT_GENOME261541	MGYG-HGUT-04262	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__CAG-110;s__	NA	NA	China	Asia
GUT_GENOME261579	YuJ_2015__SZAXPI003415-12__bin.34	CIBIO	MAG	2916539	120	42625	47.9	96.47	2.53	0	0	11.18	14	NA	GUT_GENOME261579	MGYG-HGUT-04263	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Dorea;s__	NA	NA	China	Asia
GUT_GENOME261697	YuJ_2015__SZAXPI003420-4__bin.66	CIBIO	MAG	1493932	436	3807	61.83	66.36	0.38	0	0	0	14	NA	GUT_GENOME261697	MGYG-HGUT-04264	d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Eggerthellaceae;g__Slackia_A;s__	NA	NA	China	Asia
GUT_GENOME261708	YuJ_2015__SZAXPI003421-5__bin.18	CIBIO	MAG	2479613	23	224614	41.21	97.99	0	92.44	70.52	0	19	NA	GUT_GENOME261708	MGYG-HGUT-04265	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__UBA1691;s__	NA	NA	China	Asia
GUT_GENOME261776	YuJ_2015__SZAXPI003423-8__bin.9	CIBIO	MAG	1803158	254	11089	41.25	90.34	1.84	0	53.42	0	8	NA	GUT_GENOME261776	MGYG-HGUT-04266	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__	NA	NA	China	Asia
GUT_GENOME261979	YuJ_2015__SZAXPI003435-11__bin.21	CIBIO	MAG	2090323	74	38694	52.77	99.92	0	0	0	0	20	NA	GUT_GENOME261979	MGYG-HGUT-04267	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae;g__Porphyromonas;s__Porphyromonas asaccharolytica	NA	NA	China	Asia
GUT_GENOME262065	YuJ_2015__SZAXPI003437-3__bin.8	CIBIO	MAG	1152424	410	2878	64.28	58.01	0.59	0	0	0	11	NA	GUT_GENOME262065	MGYG-HGUT-04268	d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Actinomycetales;f__Actinomycetaceae;g__Pauljensenia;s__Pauljensenia bouchesdurhonensis	NA	NA	China	Asia
GUT_GENOME262105	YuJ_2015__SZAXPI015210-17__bin.81	CIBIO	MAG	3011724	283	16805	44.21	82.86	3.14	0	37.44	11.25	13	NA	GUT_GENOME262105	MGYG-HGUT-04269	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia_A;s__	NA	NA	China	Asia
GUT_GENOME262121	YuJ_2015__SZAXPI015211-166__bin.33	CIBIO	MAG	1417479	197	9356	47.99	74.18	0.79	0	0	0	14	NA	GUT_GENOME262121	MGYG-HGUT-04270	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae;g__Porphyromonas;s__	NA	NA	China	Asia
GUT_GENOME262194	YuJ_2015__SZAXPI015214-19__bin.33	CIBIO	MAG	3207157	55	110488	41.27	99.28	0	0	25.31	9.33	17	NA	GUT_GENOME262194	MGYG-HGUT-04271	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Roseburia;s__	NA	NA	China	Asia
GUT_GENOME262211	YuJ_2015__SZAXPI015215-20__bin.38	CIBIO	MAG	1869998	121	30487	48.28	97.88	1.1	0	0	0	12	NA	GUT_GENOME262211	MGYG-HGUT-04272	d__Bacteria;p__Firmicutes_C;c__Negativicutes;o__Veillonellales;f__;g__;s__	NA	NA	China	Asia
GUT_GENOME262257	YuJ_2015__SZAXPI015216-169__bin.63	CIBIO	MAG	2051733	378	7100	40.69	92.03	1.73	0	0	0	11	NA	GUT_GENOME262257	MGYG-HGUT-04273	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__;g__;s__	NA	NA	China	Asia
GUT_GENOME262313	YuJ_2015__SZAXPI015218-16__bin.21	CIBIO	MAG	2141253	156	22821	59.87	97.58	0.81	0	99.61	10.39	19	NA	GUT_GENOME262313	MGYG-HGUT-04274	d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__	NA	NA	China	Asia
GUT_GENOME262355	YuJ_2015__SZAXPI015220-136__bin.15	CIBIO	MAG	2289022	296	11748	53.48	96.76	0	0	0	0	20	NA	GUT_GENOME262355	MGYG-HGUT-04275	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Ruminococcus_C;s__Ruminococcus_C sp000437175	NA	NA	China	Asia
GUT_GENOME262636	YuJ_2015__SZAXPI015230-16__bin.33	CIBIO	MAG	1951485	49	64385	59.56	97.32	0	89.92	0	0	15	NA	GUT_GENOME262636	MGYG-HGUT-04276	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__ER4;s__	NA	NA	China	Asia
GUT_GENOME262768	YuJ_2015__SZAXPI015235-21__bin.51	CIBIO	MAG	1859177	117	24084	38.78	96.91	0.3	0	0	0	16	NA	GUT_GENOME262768	MGYG-HGUT-04277	d__Bacteria;p__Firmicutes_C;c__Negativicutes;o__Veillonellales;f__Veillonellaceae;g__Veillonella;s__	NA	NA	China	Asia
GUT_GENOME262835	YuJ_2015__SZAXPI015240-26__bin.10	CIBIO	MAG	1753364	161	15714	44.91	95.99	0.12	0	0	0	18	NA	GUT_GENOME262835	MGYG-HGUT-04278	d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Eggerthellaceae;g__CAG-1427;s__	NA	NA	China	Asia
GUT_GENOME262938	YuJ_2015__SZAXPI015244-32__bin.1	CIBIO	MAG	1707221	235	9930	49.99	89.02	0	0	0	0	15	NA	GUT_GENOME262938	MGYG-HGUT-04279	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__;s__	NA	NA	China	Asia
GUT_GENOME263030	YuJ_2015__SZAXPI015248-36__bin.34	CIBIO	MAG	1876627	371	6270	59.85	80.03	1.01	94.12	0	10.94	15	NA	GUT_GENOME263030	MGYG-HGUT-04280	d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__	NA	NA	China	Asia
GUT_GENOME263189	YuJ_2015__SZAXPI015254-45__bin.19	CIBIO	MAG	4817360	121	76193	46.95	98.01	1.28	0	0	0	19	NA	GUT_GENOME263189	MGYG-HGUT-04281	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Parabacteroides;s__	NA	NA	China	Asia
GUT_GENOME263370	YuJ_2015__SZAXPI015261-75__bin.54	CIBIO	MAG	2340920	25	166427	50.18	97.32	0	0	70.52	0	18	NA	GUT_GENOME263370	MGYG-HGUT-04282	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Ruminococcus_D;s__Ruminococcus_D sp000434695	NA	NA	China	Asia
GUT_GENOME263468	YuJ_2015__SZAXPI015264-87__bin.27	CIBIO	MAG	1611206	14	366315	29.68	100	0	0	0	0	20	NA	GUT_GENOME263468	MGYG-HGUT-04283	d__Archaea;p__Euryarchaeota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanobrevibacter_A;s__Methanobrevibacter_A woesei	NA	NA	China	Asia
GUT_GENOME263475	YuJ_2015__SZAXPI015264-87__bin.40	CIBIO	MAG	1991461	83	39714	60.14	100	0.81	0	0	0	20	NA	GUT_GENOME263475	MGYG-HGUT-04284	d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__	NA	NA	China	Asia
GUT_GENOME263827	YuJ_2015__SZAXPI017454-20__bin.34	CIBIO	MAG	2347168	51	63502	40.54	93.62	0.89	0	0	0	17	NA	GUT_GENOME263827	MGYG-HGUT-04285	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__;g__;s__	NA	NA	China	Asia
GUT_GENOME263846	YuJ_2015__SZAXPI017455-21__bin.14	CIBIO	MAG	2169427	85	38035	60.22	100	0.81	94.12	99.61	99.45	18	NA	GUT_GENOME263846	MGYG-HGUT-04286	d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__Collinsella sp002232035	NA	NA	China	Asia
GUT_GENOME263852	YuJ_2015__SZAXPI017455-21__bin.26	CIBIO	MAG	2160621	25	211924	38.7	88.86	2.17	0	0	0	18	NA	GUT_GENOME263852	MGYG-HGUT-04287	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus_H;s__	NA	NA	China	Asia
GUT_GENOME263866	YuJ_2015__SZAXPI017455-21__bin.4	CIBIO	MAG	2109836	30	93377	38.53	97.84	2.56	0	0	0	20	NA	GUT_GENOME263866	MGYG-HGUT-04288	d__Bacteria;p__Firmicutes;c__Bacilli;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Faecalicoccus;s__Faecalicoccus pleomorphus	NA	NA	China	Asia
GUT_GENOME263950	YuJ_2015__SZAXPI017459-26__bin.34	CIBIO	MAG	1685080	14	174777	45.36	100	0	0	0	0	20	NA	GUT_GENOME263950	MGYG-HGUT-04289	d__Bacteria;p__Firmicutes_C;c__Negativicutes;o__Veillonellales;f__Megasphaeraceae;g__Anaeroglobus;s__Anaeroglobus micronuciformis	NA	NA	China	Asia
GUT_GENOME264037	YuJ_2015__SZAXPI017463-36__bin.41	CIBIO	MAG	3335702	312	15582	57.9	96.47	0.48	0	0	0	16	NA	GUT_GENOME264037	MGYG-HGUT-04290	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__	NA	NA	China	Asia
GUT_GENOME264227	YuJ_2015__SZAXPI017584-108__bin.7	CIBIO	MAG	1825015	43	67795	48.24	63.05	0	0	0	0	15	NA	GUT_GENOME264227	MGYG-HGUT-04291	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Alloprevotella;s__Alloprevotella tannerae	NA	NA	China	Asia
GUT_GENOME264398	YuJ_2015__SZAXPI017592-142__bin.34	CIBIO	MAG	2236505	152	24539	55.45	96.64	1.34	92.44	0	8.31	17	NA	GUT_GENOME264398	MGYG-HGUT-04292	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__;s__	NA	NA	China	Asia
GUT_GENOME264490	YuJ_2015__SZAXPI017595-169__bin.12	CIBIO	MAG	609014	109	6660	43.48	57.64	0	0	0	0	20	NA	GUT_GENOME264490	MGYG-HGUT-04293	d__Bacteria;p__Patescibacteria;c__Saccharimonadia;o__Saccharimonadales;f__Saccharimonadaceae;g__TM7x;s__	NA	NA	China	Asia
